date,visit_id
20251116,133927
20251116,133926
20251116,133924
20251116,133923
20251116,133921
20251116,133920
20251116,133918
20251116,133917
20251116,133915
20251116,133914
20251116,133912
20251116,133911
20251116,133909
20251116,133908
20251116,133906
20251116,133905
20251116,133903
20251116,133902
20251116,133900
20251116,133899
20251116,133897
20251116,133896
20251116,133894
20251116,133893
20251116,133891
20251116,133890
20251116,133888
20251116,133887
20251117,134053
20251117,134052
20251117,134049
20251117,134048
20251117,134046
20251117,134045
20251122,134454
20251122,134453
20251122,134451
20251122,134450
20251122,134448
20251122,134447
20251122,134445
20251122,134444
20251122,134442
20251122,134441
20251122,134439
20251122,134438
20251122,134418
20251122,134417
20251122,134415
20251122,134414
20251122,134412
20251122,134411
20251122,134409
20251122,134408
20251123,134582
20251123,134581
20251123,134579
20251123,134578
20251123,134576
20251123,134575
20251123,134573
20251123,134572
20251123,134570
20251123,134569
20251123,134567
20251123,134566
20251123,134564
20251123,134563
20251123,134561
20251123,134560
20251123,134558
20251123,134557
20251123,134555
20251123,134554
20251123,134551
20251123,134550
20251123,134548
20251123,134547
20251123,134527
20251123,134526
20251124,134729
20251124,134728
20251124,134726
20251124,134725
20251124,134723
20251124,134722
20251124,134720
20251124,134719
20251124,134717
20251124,134716
20251124,134714
20251124,134713
20251124,134710
20251124,134709
20251124,134705
20251124,134704
20251124,134702
20251124,134701
20251124,134697
20251124,134696
20251124,134694
20251124,134693
20251124,134691
20251124,134690
20251124,134688
20251124,134687
20251124,134685
20251124,134684
20251124,134682
20251124,134681
20251124,134666
20251124,134665
20251124,134663
20251124,134662
20251124,134660
20251124,134659
20251124,134657
20251124,134656
20251124,134654
20251124,134653
20251125,134878
20251125,134877
20251125,134875
20251125,134874
20251125,134872
20251125,134871
20251125,134869
20251125,134868
20251125,134866
20251125,134865
20251125,134863
20251125,134862
20251125,134860
20251125,134859
20251125,134857
20251125,134856
20251125,134854
20251125,134853
20251125,134851
20251125,134850
20251125,134848
20251125,134847
20251125,134845
20251125,134844
20251125,134842
20251125,134841
20251125,134839
20251125,134838
20251125,134836
20251125,134835
20251125,134833
20251125,134832
20251125,134830
20251125,134829
20251125,134811
20251125,134810
20251125,134808
20251125,134807
20251125,134804
20251125,134803
20251128,135228
20251128,135227
20251128,135225
20251128,135224
20251128,135222
20251128,135221
20251128,135219
20251128,135218
20251128,135216
20251128,135215
20251128,135213
20251128,135212
20251128,135210
20251128,135209
20251128,135198
20251128,135197
20251128,135195
20251128,135194
