date,visit_id
20250523,125917
20250523,125916
20250523,125915
20250523,125914
20250523,125912
20250523,125911
20250523,125910
20250523,125909
20250523,125908
20250527,126414
20250527,126413
20250527,126411
20250527,126410
20250527,126409
20250527,126408
20250527,126406
20250527,126405
20250527,126404
20250527,126403
20250527,126389
20250527,126388
20250527,126386
20250527,126385
20250527,126384
20250527,126383
20250527,126378
20250527,126377
20250527,126376
20250527,126375
20250527,126373
20250527,126372
20250527,126371
20250527,126370
20250527,126368
20250527,126367
20250527,126366
20250527,126365
20250527,126363
20250527,126362
20250527,126361
20250527,126360
20250527,126357
20250527,126356
20250527,126355
20250527,126354
20250528,126475
20250528,126474
20250528,126473
20250528,126472
20250528,126470
20250528,126469
20250528,126455
20250528,126454
20250528,126453
20250528,126452
20250529,126563
20250529,126562
20250529,126561
20250529,126560
20250529,126549
20250529,126548
20250529,126546
20250529,126545
20250529,126544
20250529,126543
20250530,126684
20250530,126683
20250530,126666
20250530,126665
20250530,126664
20250530,126663
20250530,126661
20250530,126660
20250530,126659
20250530,126658
20250530,126656
20250530,126655
20250530,126654
20250530,126653
20250530,126651
20250530,126650
20250530,126649
20250530,126648
20250530,126646
20250530,126645
20250530,126644
20250530,126643
20250530,126641
20250530,126640
20250530,126639
20250530,126638
20250530,126636
20250530,126635
20250530,126634
20250530,126633
20250530,126631
20250530,126630
20250530,126629
20250530,126628
20250531,126764
20250531,126763
20250531,126762
20250531,126761
20250531,126745
20250531,126744
20250531,126743
20250531,126742
20250531,126740
20250531,126739
20250531,126737
20250531,126736
20250531,126735
20250531,126734
20250531,126732
20250531,126731
20250531,126730
20250531,126729
20250531,126727
20250531,126726
20250531,126725
20250531,126724
20250531,126722
20250531,126721
20250531,126720
20250531,126719
20250531,126717
20250531,126716
20250531,126715
20250531,126714
